ID,Restaurant,Address,Time,Price,District
1012,Cơm Tấm Đêm 903 - Shop Online,"903 Hồng Bàng, P. 9, Quận 6, TP. HCM",,50.000 - 60.000,Quận 6
1013,Cô Hai Châu - Bánh Ướt & Bánh Cuốn - Đường Số 10,"150 Đường Số 10, P. 13, Quận 6, TP. HCM",06:00 - 21:00,30.000 - 50.000,Quận 6
1014,BÉ - BỘT CHIÊN - Đường Số 10,"132 Đường Số 10, Cư Xá Rada Phú Lâm, P. 13, Quận 6, TP. HCM",,4.000 - 15.000,Quận 6
1015,Cháo Ếch Hỏa Diệm Sơn - Kinh Dương Vương,"207/34 Kinh Dương Vương, P. 12, Quận 6, TP. HCM",,0 - 0,Quận 6
1016,Sữa Chua Trân Châu Hạ Long - Hậu Giang,"190 Hậu Giang, Quận 6, TP. HCM",,20.000 - 35.000,Quận 6
1017,Há Cảo Cửu Vị - Ngọc Thanh Dim Sum - Tân Hoà Đông,"30B Tân Hoà Đông, P. 14, Quận 6, TP. HCM",,4.000 - 15.000,Quận 6
1018,TOUS les JOURS - Hậu Giang,"231 Hậu Giang, P. 5, Quận 6, TP. HCM",08:30 - 21:00,15.000 - 600.000,Quận 6
1019,Quán Hai Mập - Cơm Gà Da Giòn & Hủ Tiếu Mì Xào,"191 Phạm Phú Thứ, P. 4, Quận 6, TP. HCM",,15.000 - 200.000,Quận 6
1020,Sushi Minh - Giao Hàng Tận Nơi - Hậu Giang,"13 Hậu Giang, P. 2, Quận 6, TP. HCM",,15.000 - 200.000,Quận 6
1021,Cháo Ếch Singapore - Tân Hòa Đông,"145 Tân Hòa Đông, Quận 6, TP. HCM",,36.000 - 36.000,Quận 6
1022,Bi Béo - Bò Kho & Bún Bò,"995/17 Hồng Bàng, P. 12, Quận 6, TP. HCM",05:30 - 23:00,5.000 - 59.000,Quận 6
1023,Phở 41 - Lò Gốm,"541 Lò Gốm, P. 9, Quận 6, TP. HCM",06:30 - 12:00 | 16:30 - 21:00,32.000 - 42.000,Quận 6
1024,Ốc 219C,"219C Lê Quang Sung, P. 6, Quận 6, TP. HCM",,20.000 - 30.000,Quận 6
1025,Bún Thái D25 Quán,"E30 Cư Xá Phú Lâm B, P. 13, Quận 6, TP. HCM",,30.000 - 30.000,Quận 6
1026,Gà Hấp Muối & Gà Ủ Muối - Thiên Ân Quán,"47 Lô E - Lý Chiêu Hoàng, P. 10, Quận 6, TP. HCM",00:00 - 23:59,0 - 0,Quận 6
1027,Neca Fresh Yogurt - Nguyễn Phạm Tuân,"47/2 Nguyễn Phạm Tuân, P. 9, Quận 6, TP. HCM",,25.000 - 38.000,Quận 6
1028,Bánh Kem Tuấn Tú,"455 An Dương Vương, P. 11, Quận 6, TP. HCM",06:00 - 22:00,10.000 - 500.000,Quận 6
1029,Cháo Lòng Minh Mập,"32B Hậu Giang, Quận 6, TP. HCM",,15.000 - 15.000,Quận 6
1030,"Hủ Tiếu Thái Lan, Trà Sữa Thái, Ăn Vặt - Pi Thai - 05 Hậu Giang","Số 5 Hậu Giang, P. 2, Quận 6, TP. HCM",07:00 - 21:30,0 - 0,Quận 6
1031,Cơm Tấm Cali - Nguyễn Thị Nhỏ,"87D - 87E Nguyễn Thị Nhỏ, Quận 6, TP. HCM",,50.000 - 70.000,Quận 6
1032,A Đại - Sủi Cảo & Mì - Vành Đai,"24 Vành Đai, P. 10, Quận 6, TP. HCM",,25.000 - 35.000,Quận 6
1033,Lâm Phát Ký - Hủ Tiếu Mì Sa Tế Nai,"309 Lê Quang Sung, P. 6, Quận 6, TP. HCM",06:30 - 13:30 | 16:00 - 23:00,35.000 - 55.000,Quận 6
1034,Cơm Tấm 3 Chị Em - Lò Gốm,"703 Lò Gốm, P. 9, Quận 6, TP. HCM",,25.000 - 50.000,Quận 6
1035,Cá Viên Chiên - Trà Sữa Su Su,"Kios 13 Đường 32, P. 10, Quận 6, TP. HCM",,20.000 - 50.000,Quận 6
1036,7 Bún Riêu,"122 Hậu Giang, P. 6, Quận 6, TP. HCM",,25.000 - 40.000,Quận 6
1037,Bánh Sữa Pate Chiên Trứng,"405A/1 Hậu Giang, P. 11, Quận 6, TP. HCM",,18.000 - 20.000,Quận 6
1038,Cơm Gà Xối Mỡ Chị Tuyết,"916 Hậu Giang, Quận 6, TP. HCM",,30.000 - 50.000,Quận 6
1039,Ăn Vặt Cá Viên Chiên 3 Vị - 73 Văn Thân,"73 Văn Thân, P. 8, Quận 6, TP. HCM",,0 - 0,Quận 6
1040,Bắp Mỹ Hấp Lá Dứa,"2S Lê Quang Sung, P. 2, Quận 6, TP. HCM",09:00 - 09:30,10.000 - 20.000,Quận 6
1041,Bánh Canh Cua 260 - Chợ Lớn,"32 Đường Chợ Lớn, P. 11, Quận 6, TP. HCM",06:00 - 21:00,30.000 - 50.000,Quận 6
1042,Chè Bưởi Vĩnh Long - 55 Hậu Giang,"55 Hậu Giang, P. 2, Quận 6, TP. HCM",,15.000 - 45.000,Quận 6
1043,Ngọc Liên Châu - Bánh Bao Tươi - Hậu Giang,"1076 Hậu Giang, P. 12, Quận 6, TP. HCM",06:30 - 22:00,20.000 - 40.000,Quận 6
1044,"Bún Mọc, Bánh Canh Gạo & Bún Gạo - Phạm Văn Chí","290 Phạm Văn Chí, P. 4, Quận 6, TP. HCM",05:38 - 10:00,23.000 - 25.000,Quận 6
1045,Gà Ta Sơn Ca - Cháo & Gỏi Gà,"180A Phạm Văn Chí, Quận 6, TP. HCM",,20.000 - 20.000,Quận 6
1046,Gà Nướng Muối Ớt 68B - Đăng Nguyên Cẩn,"68B Đặng Nguyên Cẩn, P.14, Quận 6, TP. HCM",,95.000 - 180.000,Quận 6
1047,Công Hằng - Bánh Canh Chả Cá Nha Trang - D17 Cư Xá Phú Lâm B,"D17 Cư Xá Phú Lâm B, P. 13, Quận 6, TP. HCM",07:00 - 23:00,10.000 - 35.000,Quận 6
1048,Mr. Béo - Cháo Hàu & Bột Chiên - Hậu Giang,"506B1 Hậu Giang, P. 12, Quận 6, TP. HCM",,10.000 - 100.000,Quận 6
1049,Hai Be - Cơm Tấm & Bún Thịt Nướng - Chợ Lớn,"255 Chợ Lớn, P. 11, Quận 6, TP. HCM",06:00 - 16:29,25.000 - 35.000,Quận 6
1050,Ốc 235A,"235A Mai Xuân Thưởng, P. 6, Quận 6, TP. HCM",,50.000 - 110.000,Quận 6
1051,Bắp Rang Bơ - Hậu Giang,"188 Hậu Giang, P. 6, Quận 6, TP. HCM",,10.000 - 20.000,Quận 6
1052,Hệ Thống Gà Quay & Cơm Lam Ngọc Minh Food Quận 6 Phú Lâm - Lê Tuấn Mậu,"118 Lê Tuấn Mậu, P. 13, Quận 6, TP. HCM",08:00 - 23:00,0 - 0,Quận 6
1053,Bánh Bao Thọ Phát - Minh Phụng,"97A Minh Phụng, P. 9, Quận 6, TP. HCM",06:00 - 21:45,15.000 - 33.000,Quận 6
1054,Súp Cua Thịnh - Tân Hoà Đông,"79/34A29 Tân Hoà Đông, P. 11, Quận 6, TP. HCM",00:00 - 23:59,15.000 - 125.000,Quận 6
1055,Gà Rán Chicken Plus - Bà Hom,"192 Bà Hom, P. 13, Quận 6, TP. HCM",,35.000 - 219.000,Quận 6
1056,Phở & Lẩu Bò - Chợ Lớn,"63/3 Nguyễn Thị Nhỏ, P. 2, Quận 6, TP. HCM",06:20 - 21:20,35.000 - 55.000,Quận 6
1057,Quán Ông Mập - Bún Mắm & Bún Thái,"93/4 Nguyễn Văn Luông, P. 10, Quận 6, TP. HCM",08:00 - 20:00,50.000 - 70.000,Quận 6
1058,Cô Mai - Bánh Hot Dog - 146 Lê Quang Sung,"146 Lê Quang Sung, P. 6, Quận 6, TP. HCM",,2.000 - 10.000,Quận 6
1059,Bánh Cuốn Nóng Anh Thư - 200/1 Bình Tiên,"200/1 Bình Tiên, P. 4, Quận 6, TP. HCM",,10.000 - 40.000,Quận 6
1060,Ly Ly Nướng - Chi Lăng,"199/7 Lê Quang Sung, Quận 6, TP. HCM",,15.000 - 60.000,Quận 6
1061,Vú Heo Nướng & Phá Lấu Bò Chị Dung 199,"199 Lê Quang Sung, Quận 6, TP. HCM",,5.000 - 20.000,Quận 6
1062,Ốc Tửng,"143/8 Đường Số 10, P. 13, Quận 6, TP. HCM",,49.000 - 59.000,Quận 6
1063,Anna - Bánh Mì Thổ Nhĩ Kỳ - Hậu Giang,"888 Hậu Giang, P. 12, Quận 6, TP. HCM",00:00 - 23:59,18.000 - 30.000,Quận 6
1064,Da Gà Chiên Nước Mắm - Đường Số 10,"120/2 Đường Số 10, P. 13, Quận 6, TP. HCM",00:00 - 23:59,0 - 0,Quận 6
1065,Bánh Tráng Út Hạnh,"Kios 12 Đường Số 32, P. 10, Quận 6, TP. HCM",,10.000 - 40.000,Quận 6
1066,Gà Rán Popeyes - Nguyễn Văn Luông,"500C Nguyễn Văn Luông, P. 12, Quận 6, TP. HCM",,30.000 - 150.000,Quận 6
1067,Mì Cay Gochu - Nguyễn Văn Luông,"409 Nguyễn Văn Luông, P. 12, Quận 6, TP. HCM",,30.000 - 50.000,Quận 6
1068,Gà Rán & Burger McDonald's Phu Lam,"718Bis Kinh Dương Vương, P. 13, Quận 6, TP. HCM",07:00 - 22:50,30.000 - 80.000,Quận 6
1069,Lotteria - Bình Phú,"211 - 213 Bình Phú, P. 11, Quận 6, TP. HCM",07:30 - 22:00,30.000 - 110.000,Quận 6
1070,Long Ký - Cơm Gà Da Rất Giòn,"98 Chợ Lớn, P. 11, Quận 6, TP. HCM",,35.000 - 39.000,Quận 6
1071,Cơm Tấm 3 Chị Em,"733 Lò Gốm, P. 9, Quận 6, TP. HCM",,25.000 - 50.000,Quận 6
1072,Kore - Mì Cay 7 Cấp Độ Hàn Quốc - An Dương Vương,"416 An Dương Vương, P. 10, Quận 6, TP. HCM",,0 - 0,Quận 6
1073,Bún Đậu Mắm Tôm Hai Anh Em - Gia Truyền Gốc Hà Nội - Hậu Giang,"1001 Hậu Giang, P. 11, Quận 6, TP. HCM",,30.000 - 60.000,Quận 6
1074,Mến - Bún Chả Cá Sứa Nha Trang - Hậu Giang,"208 Hậu Giang, P. 9, Quận 6, TP. HCM",00:00 - 02:00 | 06:35 - 23:59,20.000 - 30.000,Quận 6
1075,Yoko Sushi,"36/46/4 Kinh Dương Vương, P. 13, Quận 6, TP. HCM",,10.000 - 79.000,Quận 6
1076,Texas Chicken - Hậu Giang,"176C-176D Hậu Giang, P. 6, Quận 6, TP. HCM",,50.000 - 220.000,Quận 6
1077,Bún Bò Huế Đông Phong - Hậu Giang,"251 Hậu Giang, P. 5, Quận 6, TP. HCM",06:30 - 21:30,30.000 - 40.000,Quận 6
1078,Funny Beef - Spaghetti & Beefsteak - Nguyễn Văn Luông,"203C Nguyễn Văn Luông, P. 11, Quận 6, TP. HCM",,25.000 - 95.000,Quận 6
1079,Doyagi - Ẩm Thực Hàn Quốc,"126 Đường Số 10, Cư Xá Ra Đa, P. 13, Quận 6, TP. HCM",,28.000 - 50.000,Quận 6
1080,Bánh Canh Cua Út Thảo,"427 Hậu Giang, P. 11, Quận 6, TP. HCM",07:30 - 22:20,35.000 - 180.000,Quận 6
1081,Gà Rán KFC - Hậu Giang,"549 - 551 Hậu Giang, P. 11, Quận 6, TP. HCM",,30.000 - 88.000,Quận 6
1082,Ty Thy - Gỏi Đu Đủ Thái,"546 An Dương Vương, P. 10, Quận 6, TP. HCM",,15.000 - 50.000,Quận 6
1083,Cơm Gà Hải Nam - Hậu Giang,"140 Hậu Giang, P. 6, Quận 6, TP. HCM",,41.000 - 105.000,Quận 6
1084,O Tú - Bún Bò Huế - Chợ Lớn,"256 Chợ Lớn, P. 11, Quận 6, TP. HCM",06:00 - 19:30,20.000 - 30.000,Quận 6
1085,Bánh Cuốn & Bánh Ướt Phú Lâm,"1/1A Tân Hòa Đông, P. 13, Quận 6, TP. HCM",00:00 - 23:59,20.000 - 25.000,Quận 6
1086,Súp Cua Mộc - Hậu Giang,"17C Hậu Giang, P. 2, Quận 6, TP. HCM",07:00 - 21:00,20.000 - 40.000,Quận 6
1087,Mr Béo - Cháo Hàu & Bột Chiên Hải Sản,"500 Hậu Giang, Quận 6, TP. HCM",,7.000 - 30.000,Quận 6
1088,Cơm Gà Xối Mỡ Thạch Lam - Hậu Giang,"313 Hậu Giang, P. 5, Quận 6, TP. HCM",,25.000 - 35.000,Quận 6
1089,Bánh Tráng Út Bình,"449A Phạm Văn Chí, P. 7, Quận 6, TP. HCM",,3.000 - 250.000,Quận 6
1090,Xôi Bình Tiên - Minh Phụng,"88 Minh Phụng, P. 5, Quận 6, TP. HCM",06:05 - 22:30,10.000 - 33.000,Quận 6
1091,Xuân Mai - Phở & Lẩu Bò,"251D Hậu Giang, P. 5, Quận 6, TP. HCM",,2.000 - 300.000,Quận 6
1092,Bánh Canh Cua Thảo - Cư Xá Phú Lâm B,"E38 Cư Xá Phú Lâm B, P. 13, Quận 6, TP. HCM",08:00 - 22:30,15.000 - 33.000,Quận 6
1093,"Cơm Gà, Cháo & Gỏi Gà Ta Tường Vy - Bình Phú","34 Bình Phú, P. 11, Quận 6, TP. HCM",,15.000 - 300.000,Quận 6
1094,Kem Bơ - Trái Cây Tô 251 - Đặng Nguyên Cẩn,"66E Đặng Nguyên Cẩn, P. 14, Quận 6, TP. HCM",00:00 - 02:30 | 08:00 - 23:59,10.000 - 40.000,Quận 6
1095,Thu Thảo - Cháo Dinh Dưỡng - Bình Tiên,"192 Bình Tiên, P. 4, Quận 6, TP. HCM",06:00 - 19:00,12.000 - 100.000,Quận 6
1096,Phi Phi Quán - Cơm Gà Xối Mỡ,"161/7 Phạm Văn Chí, P. 3, Quận 6, TP. HCM",,30.000 - 50.000,Quận 6
1097,Tâm Quán - Bún Quậy Phú Quốc - Hậu Giang,"162B Hậu Giang, P. 6, Quận 6, TP. HCM",07:00 - 13:20 | 16:00 - 21:50,35.000 - 55.000,Quận 6
1098,Nhà Bún Đậu - Bún Đậu Mắm Tôm Hà Nội - Phạm Văn Chí,"335 Phạm Văn Chí, P. 3, Quận 6, TP. HCM",,23.000 - 71.000,Quận 6
1099,Bò Né 3 Ngon - Hậu Giang,"14 Hậu Giang, P. 2, Quận 6, TP. HCM",07:00 - 22:00,25.000 - 45.000,Quận 6
1100,Nhà Bún Đậu - Bún Đậu Mắm Tôm Hà Nội - Song Hành,"23 Song Hành, P. 10, Quận 6, TP. HCM",,20.000 - 35.000,Quận 6
1101,Bánh Mì Kebab - Nguyễn Văn Luông,"249A Nguyễn Văn Luông, Quận 6, TP. HCM",06:00 - 19:00,15.000 - 25.000,Quận 6
1102,Nhà Bún Đậu - Bún Đậu Mắm Tôm Hà Nội - Đường Số 23,"131 Đường Số 23, P.11, Quận 6, TP. HCM",,20.000 - 35.000,Quận 6
1103,"3A Korean Food - Gà Sốt Phô Mai, Mì Cay Hàn Quốc & Tokbokki - Nguyễn Văn Luông","233A Nguyễn Văn Luông, P. 11, Quận 6, TP. HCM",,40.000 - 130.000,Quận 6
1104,Ốc Thiên Kim - Hậu Giang,"70A Hậu Giang, P. 6, Quận 6, TP. HCM",,10.000 - 80.000,Quận 6
1105,"3 Râu - Gà Rán, Pizza & Trà Sữa - Bình Phú","225 Bình Phú, P. 11, Quận 6, TP. HCM",,20.000 - 70.000,Quận 6
1106,Lola Korean Food - Tokbokki & Gà Xốt - Phạm Văn Chí,"118 Phạm Văn Chí, P. 4, Quận 6, TP. HCM",,15.000 - 50.000,Quận 6
1107,Cơm Tấm Chay Tịnh Tâm - Minh Phụng,"45A Minh Phụng, P. 5, Quận 6, TP. HCM",,0 - 0,Quận 6
1108,Ngọc Trinh - Bánh Tráng Siêu Cay - Hậu Giang,"271 Hậu Giang, P. 5, Quận 6, TP. HCM",08:30 - 21:30,10.000 - 15.000,Quận 6
1109,Cơm Thố Tiến Phát - Bà Hom,"96A Bà Hom, P. 13, Quận 6, TP. HCM",08:30 - 22:25,10.000 - 100.000,Quận 6
1110,Tường Trà - Quán Chay Gia Truyền,"158 Trần Văn Kiểu, P. 10, Quận 6, TP. HCM",07:00 - 13:00 | 16:00 - 21:00,27.000 - 40.000,Quận 6
1111,Tré Trộn Cóc Giang Hoàng - Minh Phụng,"48 Minh Phụng, P. 5, Quận 6, TP. HCM",,40.000 - 50.000,Quận 6
1112,Lotteria - Hậu Giang,"52 Hậu Giang, P. 6, Quận 6, TP. HCM",08:00 - 22:00,10.000 - 150.000,Quận 6
1113,Xôi Bánh Mì Hồng Ánh - Ăn Vặt - Minh Phụng,"82 Minh Phụng, P. 5, Quận 6, TP. HCM",00:00 - 23:59,15.000 - 25.000,Quận 6
1114,Subin - Cơm Gà Xối Mỡ,"251B Phan Văn Khỏe, P. 5, Quận 6, TP. HCM",,15.000 - 35.000,Quận 6
1115,Gà Ta Thành Công 3,"201 Bình Tiên, P. 8, Quận 6, TP. HCM",00:00 - 23:59,30.000 - 100.000,Quận 6
1116,Công Hằng - Bánh Canh Chả Cá Nha Trang - Cư Xá Phú Lâm B,"D17 Cư Xá Phú Lâm B, P. 13, Quận 6, TP. HCM",07:00 - 23:00,10.000 - 35.000,Quận 6
1117,Cháo Thập Cẩm 26 - Cháo Triều Châu - Tân Hoà Đông,"26 Tân Hòa Đông, P. 14, Quận 6, TP. HCM",,0 - 0,Quận 6
1118,Phở Phú Lâm - Phở Bò - Bà Hom,"20/2 Bà Hom, P. 13, Quận 6, TP. HCM",05:30 - 11:30,0 - 0,Quận 6
1119,Kichi Kichi Lẩu Băng Chuyền - Bình Phú,"123 - 125 - 127 Bình Phú, P. 11, Quận 6, TP. HCM",,30.000 - 300.000,Quận 6
1120,"By Chíp - Bánh Gạo, Gà Rán & Trà Sữa - Nguyễn Văn Luông","413 Nguyễn Văn Luông, P. 12, Quận 6, TP. HCM",,10.000 - 35.000,Quận 6
1121,Sushi 107,"107 Đường Số 10, P. 13, Quận 6, TP. HCM",,25.000 - 90.000,Quận 6
1122,Súp Cua Mộc - Lê Văn Lương,"504 Lê Văn Lương, P. Tân Phong, Quận 7, TP. HCM",06:30 - 22:00,15.000 - 40.000,Quận 7
1123,Cơm Tấm Phúc Lộc Thọ - 524 Nguyễn Thị Thập,"524 Nguyễn Thị Thập, P. Tân Hưng, Quận 7, TP. HCM",08:00 - 20:30,32.000 - 139.000,Quận 7
1124,Thiên Đăng Quán - Cháo Lươn & Miến Lươn,"136A Đường Số 79, P. Tân Quy, Quận 7, TP. HCM",06:00 - 13:00 | 16:00 - 20:00,5.000 - 55.000,Quận 7
1125,Mì Quảng 3 Anh Em - Nguyễn Thị Thập,"577 Nguyễn Thị Thập, P. Tân Phong, Quận 7, TP. HCM",06:00 - 22:00,30.000 - 60.000,Quận 7
1126,Lotteria - Big C Cityland,"99 Nguyễn Thị Thập, P. Tân Phú, Quận 7, TP. HCM",07:30 - 21:00,30.000 - 100.000,Quận 7
1127,Bánh Mì Pate Hải Phòng - Shop Online,"588/29 Huỳnh Tấn Phát, P. Tân Phú, Quận 7, TP. HCM",06:00 - 23:00,15.000 - 120.000,Quận 7
1128,Phở 24 - Grand View,"Sd5-1-056 Mỹ Khánh 3, 177 Nguyễn Đức Cảnh, P. Tân Phong, Quận 7, TP. HCM",06:00 - 21:45,25.000 - 110.000,Quận 7
1129,Quán Chay Thuận Đức,"56 Đường 81, P. Tân Quy, Quận 7, TP. HCM",06:00 - 22:00,15.000 - 150.000,Quận 7
1130,Cơm Tấm Ngọc Lý,"715 Huỳnh Tấn Phát, P. Phú Thuận, Quận 7, TP. HCM",07:00 - 19:00,30.000 - 45.000,Quận 7
1131,Bún Bò Sa Tế Sả - Phú Thuận,"B1 Phú Thuận, P. Phú Thuận, Quận 7, TP. HCM",06:00 - 13:00 | 17:00 - 21:00,15.000 - 45.000,Quận 7
1132,Cô Ba Loan - Cà Ri Gà - Huỳnh Tấn Phát,"719/4A Huỳnh Tấn Phát, P. Phú Thuận, Quận 7, TP. HCM",07:00 - 22:00,10.000 - 100.000,Quận 7
1133,Bún Bò Huế Thanh Hương - Mai Văn Vĩnh,"60 Mai Văn Vĩnh, P. Tân Quy, Quận 7, TP. HCM",07:00 - 13:30 | 15:30 - 21:45,30.000 - 40.000,Quận 7
1134,Station Food & Tea - Nguyễn Hữu Thọ,"458D Nguyễn Hữu Thọ, P. Tân Hưng, Quận 7, TP. HCM",00:00 - 23:59,19.000 - 55.000,Quận 7
1135,Cơm Tấm Long Xuyên Hằng Thư - Cơm Tấm - Lê Văn Lương,"196 Lê Văn Lương, P. Tân Hưng, Quận 7, TP. HCM",00:00 - 23:59,0 - 0,Quận 7
1136,A Mìn Quán - Ẩm Thực Trung Hoa - Phú Mỹ Hưng,"8 Đường Số 6, Khu Phố Hưng Vượng 2, P. Tân Phong, Quận 7, TP. HCM",06:45 - 21:00,20.000 - 299.000,Quận 7
1137,Quán Ngon Trảng Bàng - Chính Gốc - Không Chi Nhánh,"68A Nguyễn Thị Thập, P. Bình Thuận, Quận 7, TP. HCM",07:00 - 22:00,30.000 - 110.000,Quận 7
1138,Cơm Tấm Bà Hai - 137 Huỳnh Tấn Phát,"137 Huỳnh Tấn Phát, P. Tân Thuận Đông, Quận 7, TP. HCM",06:00 - 21:15,15.000 - 30.000,Quận 7
1139,Chị Trâm - Gỏi Cuốn & Hột Vịt Lộn,"728 Huỳnh Tấn Phát, P. Tân Phú (Bên Hông Hẻm 730 Huỳnh Tấn Phát), Quận 7, TP. HCM",06:00 - 21:00,7.000 - 20.000,Quận 7
1140,Cơm Tấm Phúc Lộc Thọ - Huỳnh Tấn Phát,"728 Huỳnh Tấn Phát, P. Tân Phú, Quận 7, TP. HCM",08:00 - 20:00,29.000 - 129.000,Quận 7
1141,Cháo Lòng Miền Tây - Lê Văn Lương,"121 Lê Văn Lương, P. Tân Kiểng, Quận 7, TP. HCM",00:00 - 23:59,10.000 - 30.000,Quận 7
1142,Cơm Niêu Thiên Lý - KDC Him Lam,"74 Nguyễn Thị Thập, KDC Him Lam, Quận 7, TP. HCM",,40.000 - 300.000,Quận 7
1143,Bánh Canh Cua Ngọc Trinh - Trần Xuân Soạn,"867 Trần Xuân Soạn, P. Tân Hưng, Quận 7, TP. HCM",,20.000 - 30.000,Quận 7
1144,Cơm Tấm Long - Lâm Văn Bền,"205 Lâm Văn Bền, P. Bình Thuận, Quận 7, TP. HCM",09:00 - 21:18,30.000 - 40.000,Quận 7
1145,Chị Tuyết - Bánh Tráng Trộn - Nguyễn Thị Thập,"Hẻm 103/7D Nguyễn Thị Thập, P. Tân Phú, Quận 7, TP. HCM",,15.000 - 30.000,Quận 7
1146,Vua Bún Mọc Hà Nội - Hoàng Quốc Việt,"32K Hoàng Quốc Việt, P. Phú Mỹ, Quận 7, TP. HCM",06:00 - 21:00,2.000 - 70.000,Quận 7
1147,Hẻm Đậu - Bún Đậu Mắm Tôm - Đường Số 17,"159 Đường Số 17, P. Tân Quy, Quận 7, TP. HCM",09:00 - 22:00,20.000 - 50.000,Quận 7
1148,Texas Chicken - Phạm Thái Bường,"228 Phạm Thái Bường, Phú Mỹ Hưng, Quận 7, TP. HCM",,50.000 - 220.000,Quận 7
1149,Otoké Chicken - Gà Rán Hàn Quốc - Huỳnh Tấn Phát,"547 Huỳnh Tấn Phát, P. Phú Thuận, Quận 7, TP. HCM",,29.000 - 300.000,Quận 7
1150,"Quán Đầu Bếp - Cơm Gà Xối Mỡ, Cơm Chiên & Hủ Tiếu Mì Xào","502/5 Huỳnh Tấn Phát, P. Bình Thuận, Quận 7, TP. HCM",,27.000 - 27.000,Quận 7
1151,Dinh Ý - Cơm Gà Xối Mỡ - Số 23,"64 Số 23, P. Tân Quy, Quận 7, TP. HCM",08:30 - 21:15,5.000 - 30.000,Quận 7
1152,"3 Râu - Gà Rán, Pizza & Trà Sữa - 309 Lê Văn Lương","309 Lê Văn Lương, P. Tân Quy, Quận 7, TP. HCM",,12.000 - 120.000,Quận 7
1153,Burger King - Phú Mỹ Hưng,"952 Nguyễn Văn Linh, P. Tân Phong, Quận 7, TP. HCM",,80.000 - 121.000,Quận 7
1154,Gà Rán Chicken Plus - Huỳnh Tấn Phát,"1663 Huỳnh Tấn Phát, P. Phú Mỹ, Quận 7, TP. HCM",09:00 - 21:30,15.000 - 369.000,Quận 7
1155,Tâm Quán - Bún Quậy Phú Quốc - Lê Văn Lương,"355 Lê Văn Lương, P. Tân Quy, Quận 7, TP. HCM",07:00 - 13:20 | 16:00 - 21:50,35.000 - 55.000,Quận 7
1156,Tré Trộn Cóc Giang Hoàng - Trần Xuân Soạn,"793/35 Trần Xuân Soạn, P. Tân Hưng, Quận 7, TP. HCM",00:00 - 23:59,40.000 - 50.000,Quận 7
1157,Huy Hoàng - Bún Đậu Mắm Tôm - Đường Số 32,"4 Đường Số 32, P. Tân Quy, Quận 7, TP. HCM",,25.000 - 55.000,Quận 7
1158,Cơm Tấm Thuận Kiều - Đặng Đức Thuật,"52 Đặng Đức Thuật, P. Tân Phong, Quận 7, TP. HCM",06:00 - 20:45,20.000 - 55.000,Quận 7
1159,Xôi 5 Sao - Xôi Gà & Xôi Mặn,"573 Trần Xuân Soạn, P. Tân Hưng, Quận 7, TP. HCM",00:00 - 23:59,15.000 - 35.000,Quận 7
1160,Gà Rán & Burger McDonald's The Grace,"Tầng G, Phòng G05, Tòa nhà The Grace, 71 Hoàng Văn Thái, Khu Phố 1, P. Tân Phú, Quận 7, TP. HCM",07:00 - 22:50,50.000 - 200.000,Quận 7
1161,Ngọc Loan - Ché Trộn & Bánh Tráng Trộn Ché - Trần Xuân Soạn,"793/35 Trần Xuân Soạn, P. Tân Hưng, Quận 7, TP. HCM",00:00 - 23:59,5.000 - 50.000,Quận 7
1162,Hoàng Gia - Há Cảo & Dimsum - Đường Số 1I,"8H Đường Số 1I, P. Tân Thuận Tây, Quận 7, TP. HCM",07:00 - 21:00,20.000 - 30.000,Quận 7
1163,Bánh Mì Phượng Hoàng - Tân Mỹ,"27 Tân Mỹ, P. Tân Phú, Quận 7, TP. HCM",00:00 - 00:59 | 05:00 - 23:59,4.000 - 30.000,Quận 7
1164,Trái Cây Miền Tây Cô Vy - Trần Xuân Soạn,"337/14A Trần Xuân Soạn, P. Tân Kiểng, Quận 7, TP. HCM",08:00 - 22:00,30.000 - 100.000,Quận 7
1165,Cơm Nhà Ú - Đường 49,"15 Đường 49, P, Bình Thuận, Quận 7, TP. HCM",07:00 - 20:30,30.000 - 60.000,Quận 7
1166,Bánh Ướt Lòng Gà Đà Lạt - Chính Gốc,"137 Đường Số 39, P. Tân Quy, Quận 7, TP. HCM",07:00 - 22:59,15.000 - 45.000,Quận 7
1167,Ánh Tuyết - Bún Thịt Nướng & Bò Lá Lốp,"132 Đường Số 15, P. Tân Kiểng, Quận 7, TP. HCM",06:00 - 22:00,27.000 - 27.000,Quận 7
1168,Cơm Gà Đệ Nhất - Nguyễn Thị Thập,"223A Nguyễn Thị Thập, P. Tân Phú, Quận 7, TP. HCM",06:00 - 22:00,30.000 - 45.000,Quận 7
1169,Bún Chả Hàng Mành - Đường 85,"50 Đường 85, P. Tân Quy, Quận 7, TP. HCM",06:30 - 23:59,45.000 - 60.000,Quận 7
1170,Quán Bếp Trưởng - Bánh Canh Cua,"341 Huỳnh Tấn Phát, P. Tân Thuận Đông, Quận 7, TP. HCM",05:00 - 21:30,7.000 - 35.000,Quận 7
1171,Bánh Mì Que Pháp - Lê Văn Lương,"387 Lê Văn Lương, P. Tân Phong, Quận 7, TP. HCM",06:30 - 19:30,10.000 - 17.000,Quận 7
1172,Hủ Tiếu Mực Hương Giang,"537 Lê Văn Lương, P. Tân Phong, Quận 7, TP. HCM",06:00 - 21:30,2.000 - 50.000,Quận 7
