ID,Restaurant,Address,Time,Price,District
847,Phở Tường - Hùng Vương,"59A Hùng Vương, P. 4, Quận 5, TP. HCM",,0 - 0,Quận 5
848,Gỏi Cuốn Chay Mặn Gia Hào - Trần Bình Trọng,"28/52 Trần Bình Trọng, P. 1, Quận 5, TP. HCM",,25.000 - 25.000,Quận 5
849,Mì Bò Duy - Ẩm Thực HongKong - Trần Hưng Đạo,"684/24 Trần Hưng Đạo, P. 2, Quận 5, TP. HCM",,0 - 0,Quận 5
850,Phở Gia Truyền - An Dương Vương,"499 An Dương Vương, P. 8, Quận 5, TP. HCM",,25.000 - 40.000,Quận 5
851,Gà Nướng Phi Long - Nguyễn Biểu,"249 Nguyễn Biểu, P. 2, Quận 5, TP. HCM",09:00 - 21:15,70.000 - 110.000,Quận 5
852,Bánh Khọt - Chợ Cao Đạt,"197/4 Cao Đạt, P. 1, Quận 5, TP. HCM",,10.000 - 20.000,Quận 5
853,Quán Cơm Ba Chị Em - Trần Hưng Đạo,"961 Trần Hưng Đạo, P. 1, Quận 5, TP. HCM",,0 - 0,Quận 5
854,Phở Gà & Cơm Gà Bé Đạt - An Dương Vương,"380 An Dương Vương, P. 4, Quận 5, TP. HCM",,0 - 0,Quận 5
855,Cơm Chay Trí Đức - Cơm Chay - Lê Hồng Phong,"015 Chung Cư Phan Văn Trị Lê Hồng Phong, P. 2, Quận 5, TP. HCM",,0 - 0,Quận 5
856,Phở Bò Cô Mai - Sư Vạn Hạnh,"40 Sư Vạn Hạnh, P. 9, Quận 5, TP. HCM",,30.000 - 50.000,Quận 5
857,"Quán Cô Khoai - Mì Gà Phô Mai, Mì Trộn & Sữa Tươi Cà Phê - Phan Văn Trị","499 Phan Văn Trị, P. 7, Quận 5, TP. HCM",,0 - 0,Quận 5
858,Cơm Tấm 500 An Dương Vương,"500 An Dương Vương, P. 4, Quận 5, TP. HCM",,20.000 - 44.000,Quận 5
859,Vịt Quay A Tắc,"126 Huỳnh Mẫn Đạt, P. 3, Quận 5, TP. HCM",,20.000 - 260.000,Quận 5
860,Cơm Tấm Xưa - Hương Vị Sài Gòn - An Dương Vương,"400 An Dương Vương, P. 4, Quận 5, TP. HCM",,0 - 0,Quận 5
861,"Bún Mắm, Bún Thái & Bún Riêu","19 Đào Tấn, P. 5, Quận 5, TP. HCM",,20.000 - 40.000,Quận 5
862,Hà Thành Quán - Bún Đậu Mắm Tôm - Nguyễn Biểu,"212 Nguyễn Biểu, P. 2, Quận 5, TP. HCM",09:00 - 21:00,20.000 - 205.000,Quận 5
863,Cô Hương Béo - Bún Riêu Tóp Mỡ Mọc Giòn - Trần Hưng Đạo,"829 Trần Hưng Đạo, P. 1, Quận 5, TP. HCM",,0 - 0,Quận 5
864,Gà Ta Nam Sơn - Lê Hồng Phong,"98Bis Lê Hồng Phong, P. 2, Quận 5, TP. HCM",,50.000 - 110.000,Quận 5
865,Quán Ăn Tâm Ký - Trần Hưng Đạo,"909 Trần Hưng Đạo, P. 1, Quận 5, TP. HCM",,30.000 - 100.000,Quận 5
866,Cơm Tấm 475 - Cơm Sườn Nướng - An Dương Vương,"475 An Dương Vương, Quận 5, TP. HCM",,20.000 - 45.000,Quận 5
867,Bún Nước Lèo Sóc Trăng Tám Nga,"80/24 Lê Hồng Phong, P. 2, Quận 5, TP. HCM",,30.000 - 44.000,Quận 5
868,Xôi Bát Bửu & Xôi Sầu Riêng - An Dương Vương,"447 An Dương Vương, P. 3, Quận 5, TP. HCM",,15.000 - 20.000,Quận 5
869,Gỏi Cuốn Ngon Ngon,"322/15 An Dương Vương, P. 4, Quận 5, TP. HCM",,10.000 - 30.000,Quận 5
870,Quán 543 - Quán Ăn Gia Đình - An Dương Vương,"543, An Dương Vương, P. 8, Quận 5, TP. HCM",,70.000 - 200.000,Quận 5
871,Mr. Cake - Cao Đạt,"235 Cao Đạt, P. 1, Quận 5, TP. HCM",,13.000 - 209.000,Quận 5
872,"Phượng - Bún Chả, Bún Đậu Mắm Tôm - Nguyễn Văn Cừ","25 Nguyễn Văn Cừ, P. 1, Quận 5, TP. HCM",00:00 - 23:59,17.000 - 65.000,Quận 5
873,Quán Cua Út Kiệt,"16 Đào Tấn, P. 5, Quận 5, TP. HCM",,50.000 - 200.000,Quận 5
874,Tiệm Ăn Út Mười - Rau Sạch,"223A Trần Bình Trọng, P. 5, Quận 5, TP. HCM",,25.000 - 100.000,Quận 5
875,Bánh Kem Như Ý - Trần Bình Trọng,"77B Trần Bình Trọng, P. 1, Quận 5, TP. HCM",,19.000 - 79.000,Quận 5
876,Căn Tin Cổng Đỏ - Cơm Trưa Văn Phòng & Ăn Vặt,"240 Trần Bình Trọng, P. 4, Quận 5, TP. HCM",,0 - 0,Quận 5
877,Bum Bum Bakery - Tiệm Bánh - Nguyễn Trãi,"277 Nguyễn Trãi, P. 2, Quận 5, TP. HCM",,0 - 0,Quận 5
878,Cơm Tấm Kim Ngân - Cơm Tấm Sườn Bì Chả - Hùng Vương,"235 Hùng Vương, P. 9, Quận 5, TP. HCM",,40.000 - 75.000,Quận 5
879,Cháo Gỏi Vịt 162,"162 Trần Bình Trọng, P. 3, Quận 5, TP. HCM",,10.000 - 200.000,Quận 5
880,"Vú Heo Nướng, Bạch Tuộc Nướng & Bún Thịt Nướng - Hùng Vương","169, Hùng Vương, P. 9, Quận 5, TP. HCM",,0 - 0,Quận 5
881,Bún Chả Cá Nha Trang Hồng Quế - Trần Bình Trọng,"60 Trần Bình Trọng, P. 1, Quận 5, TP. HCM",,45.000 - 70.000,Quận 5
882,Sake Lắc & Súp Gà - Thức Ăn Vặt - Phan Văn Trị,"499 Phan Văn Trị, P. 7, Quận 5, TP. HCM",,0 - 0,Quận 5
883,Tiệm Cơm Nhà Mới - Phan Văn Trị,"89 Phan Văn Trị, P. 2, Quận 5, TP. HCM",,30.000 - 55.000,Quận 5
884,"Lục Lạc Quán - Cơm Tấm, Bún Riêu & Hủ Tiếu","43A Huỳnh Mẫn Đạt, P. 5, Quận 5, TP. HCM",,22.000 - 25.000,Quận 5
885,"Lâm Tỷ - Bò Bít Tết, Nui Xào Bò & Bánh Mì Chảo","128/3 Bùi Hữu Nghĩa, P. 7, Quận 5, TP. HCM",,30.000 - 50.000,Quận 5
886,Bánh Bèo Chén Út Ơi! - Trần Hưng Đạo,"835/17A Trần Hưng Đạo, P. 1, Quận 5, TP. HCM",,0 - 0,Quận 5
887,Canh Bún Lan Chiến Sĩ - Đồ Ăn - Cao Đạt,"197 Cao Đạt, P. 1, Quận 5, TP. HCM",,0 - 0,Quận 5
888,Bún Thịt Nướng Cô Lan,"519 Phan Văn Trị, P. 7, Quận 5, TP. HCM",,8.000 - 40.000,Quận 5
889,Phương Dung - Cơm Tấm & Cơm Trưa,"23 Đào Tấn, P. 5, Quận 5, TP. HCM",,20.000 - 30.000,Quận 5
890,ATISOPHO - Phở Atiso Đà Lạt - Trần Bình Trọng,"245 Trần Bình Trọng, P. 4, Quận 5, TP. HCM",,0 - 0,Quận 5
891,Dibu Bakery - Tiệm Bánh - Hùng Vương,"17C Hùng Vương, P. 4, Quận 5, TP. HCM",,0 - 0,Quận 5
892,Hashtag Drinks & Coffee,"71 Trần Bình Trọng, P. 1, Quận 5, TP. HCM",,30.000 - 45.000,Quận 5
893,Bún Bò Huế Cô Xuân - Lê Hồng Phong,"101 Lê Hồng Phong, P. 2, Quận 5, TP. HCM",,40.000 - 60.000,Quận 5
894,Quán Ăn Cô Nga - Shop Online,"53/3E Nguyễn Văn Cừ, P. 1, Quận 5, TP. HCM",10:00 - 18:00,6.000 - 35.000,Quận 5
895,Phở Thắng,"102 Nguyễn Biểu, Quận 5, TP. HCM",06:00 - 19:00,25.000 - 30.000,Quận 5
896,Hủ tiếu Sa Đéc Kiều - 63 Trần Nhân Tôn,"63 Trần Nhân Tôn, P. 9, Quận 5, TP. HCM",,20.000 - 50.000,Quận 5
897,Cơm Tấm Thành Công - Nguyễn Văn Cừ,"25 Nguyễn Văn Cừ, P. 1, Quận 5, TP. HCM",00:00 - 23:59,40.000 - 100.000,Quận 5
898,Thần Nông BBQ Xiên Nướng - 390 Trần Hưng Đạo,"390 Trần Hưng Đạo, P. 2, Quận 5, TP. HCM",10:00 - 22:00,0 - 0,Quận 5
899,Cháo Sườn Cà Rốt - 109A Cao Đạt,"109A Cao Đạt, P. 1, Quận 5, TP. HCM",06:35 - 21:00,0 - 0,Quận 5
900,Gà Rán KFC - Đường Nguyễn Văn Cừ HCM,"213A Nguyễn Văn Cừ, P. 3, Quận 5, TP. HCM",10:00 - 21:00,70.000 - 200.000,Quận 5
901,Gà Nướng & Gà Bó Xôi Thành Công - Nguyễn Văn Cừ,"21/15 Nguyễn Văn Cừ, P. 1, Quận 5, TP. HCM",00:00 - 23:59,20.000 - 200.000,Quận 5
902,KARON - Cao Đạt,"109A Cao Đạt, P. 1, Quận 5, TP. HCM",08:30 - 21:00,0 - 0,Quận 5
903,Bún Đậu Mắm Tôm 1975 - Nguyễn Văn Cừ,"21/15 Đường Nguyễn Văn Cừ, P. 1, Quận 5, TP. HCM",00:00 - 23:59,5.000 - 90.000,Quận 5
904,Bánh Mì Hà Nội Số 1 - Nguyễn Biểu,"52 Nguyễn Biểu, Quận 5, TP. HCM",05:30 - 23:00,10.000 - 17.000,Quận 5
905,Gà Nướng Bó Xôi Thành Công - Nguyễn Văn Cừ,"25 Nguyễn Văn Cừ, P. 1, Quận 5, TP. HCM",00:01 - 23:59,5.000 - 90.000,Quận 5
906,Bánh Canh Cua Bà Ba,"84/6 Nguyễn Biểu, P. 1, Quận 5, TP. HCM",08:00 - 20:30,30.000 - 80.000,Quận 5
907,Ăn Vặt Việt Linh Foods - Chuối Chiên & Khoai Lang Lắc - Cao Đạt,"127 Đường Cao Đạt, P. 1, Quận 5, TP. HCM",09:00 - 20:00,0 - 0,Quận 5
908,"Hà Linh Food - Gà Ủ Muối, Giò Heo Muối & Dồi Sụn - Nguyễn Biểu","212 Nguyễn Biểu, P. 2, Quận 5, TP. HCM",09:00 - 21:00,0 - 0,Quận 5
909,Bún Đậu Mắm Tôm Sóng Biển - Nguyễn Văn Cừ,"25/1 Nguyễn Văn Cừ, P. 1, Quận 5, TP. HCM",00:01 - 23:59,5.000 - 90.000,Quận 5
910,Wee - Tiệm Sữa Trà Cà Phê - Nguyễn Biểu,"40 Nguyễn Biểu, P. 1, Quận 5, TP. HCM",09:00 - 23:00,0 - 0,Quận 5
911,Bún Bò Huế Cô Vy - Nguyễn Biểu,"3/28 Nguyễn Biểu, P. 1, Quận 5, TP. HCM",07:00 - 21:00,40.000 - 80.000,Quận 5
912,Quán Cô Út - Phở & Mì Cay,"92 Phan Văn Trị, P. 2, Quận 5, TP. HCM",06:00 - 19:00,0 - 0,Quận 5
913,Bánh Kem & Bánh Ngọt - Paris Gato Open 24h,"261 Đường Nguyễn Biểu, P. 2, Quận 5, TP. HCM",00:01 - 23:59,0 - 0,Quận 5
914,Cháo Lòng - Nguyễn Biểu,"Hẻm 154 Nguyễn Biểu, P. 2, Quận 5, TP. HCM",11:00 - 19:00,22.000 - 22.000,Quận 5
915,Bánh Mì Tư Xường,"48 Nguyễn Biểu, Quận 5, TP. HCM",00:01 - 01:00 | 04:00 - 23:59,10.000 - 20.000,Quận 5
916,Tuyền Ký - Bánh Mì Heo Quay - 192 Nguyễn Biểu,"192 Nguyễn Biểu, P. 2, Quận 5, TP. HCM",06:00 - 20:15,3.000 - 390.000,Quận 5
917,Bánh Sầu Riêng 9 Sạch - Nguyễn Biểu,"04 Chung Cư 109 Nguyễn Biểu, Đường Nguyễn Biểu, P. 1, Quận 5, TP. HCM",07:15 - 22:45,30.000 - 130.000,Quận 5
918,Ăn Vặt Nhà Meow - Trần Hưng Đạo,"671 Trần Hưng Đạo, P. 1, Quận 5, TP. HCM",09:00 - 23:00,10.000 - 50.000,Quận 5
919,Bánh Canh Cự Giải - Phan Văn Trị,"43 Phan Văn Trị - P.2, Quận 5, TP. HCM",08:00 - 21:00,0 - 0,Quận 5
920,Quán Cơm A Quoành - Nguyễn Văn Cừ,"65 Nguyễn Văn Cừ, P. 1, Quận 5, TP. HCM",10:00 - 21:00,20.000 - 50.000,Quận 5
921,Cơm Tấm 419 - Cơm Sườn Nướng & Sườn Cọng - An Dương Vương,"419 An Dương Vương, P. 3, Quận 5, TP. HCM",08:00 - 20:00,30.000 - 40.000,Quận 5
922,Tỷ Muội - Khổ Qua Cà Ớt,"522 Phan Văn Trị, P. 7, Quận 5, TP. HCM",10:00 - 21:00,30.000 - 50.000,Quận 5
923,Yogurt - Kem Chuối Cô Thuận,"686/5 Võ Văn Kiệt, P.1, Quận 5, TP. HCM",10:00 - 22:30,3.000 - 135.000,Quận 5
924,Hủ Tiếu Mực Osa - Hủ Tiếu Mực,"75A Trần Bình Trọng, P. 1, Quận 5, TP. HCM",07:30 - 22:00,40.000 - 55.000,Quận 5
925,Cháo Dinh Dưỡng Việt Soup - Trần Bình Trọng,"44 Trần Bình Trọng, P. 1, Quận 5, TP. HCM",06:15 - 19:00,10.000 - 18.000,Quận 5
926,Chang Hi - Chè Ngon Sáng Tạo - 476 Trần Hưng Đạo,"476 Trần Hưng Đạo, P. 2, Quận 5, TP. HCM",09:30 - 22:00,35.000 - 55.000,Quận 5
927,Rin Sushi - Nguyễn Biểu,"257 Nguyễn Biểu, P. 2, Quận 5, TP. HCM",,25.000 - 200.000,Quận 5
928,Bà Tám - Cacao Đá & Bánh Mì,"Hẻm 14 Trần Bình Trọng, Quận 5, TP. HCM",09:00 - 21:00,10.000 - 20.000,Quận 5
929,Papa Lee's Noodle - Mì Hoành Thánh (Wonton Noodle) (云吞面) - Trần Phú,"271 Trần Phú, P. 8, Quận 5, TP. HCM",07:15 - 21:30,0 - 0,Quận 5
930,Bún Riêu Cua Ốc 66 - Trần Bình Trọng,"58 Trần Bình Trọng, P. 1, Quận 5, TP. HCM",08:00 - 21:30,25.000 - 40.000,Quận 5
931,Gia Thành Kebab - Lê Hồng Phong,"240A Lê Hồng Phong, P. 4, Quận 5, TP. HCM",06:00 - 20:30,10.000 - 40.000,Quận 5
932,Hùng Mập - Bún Mọc & Bún Bò Huế,"772 Trần Hưng Đạo, P. 7, Quận 5, TP. HCM",06:00 - 21:00,40.000 - 70.000,Quận 5
933,Đẩu - Bánh Mì Bò Nướng,"Hẻm 455 An Dương Vương, P. 3, Quận 5, TP. HCM",08:00 - 20:00,25.000 - 32.000,Quận 5
934,Chay Giác Ngộ - Món Chay - Hùng Vương,"213A Hùng Vương, P. 9, Quận 5, TP. HCM",09:00 - 20:30,20.000 - 85.000,Quận 5
935,TAISOT Mì Ý 29K - Võ Văn Kiệt,"840 Võ Văn Kiệt, P. 5, Quận 5, TP. HCM",10:00 - 21:30,5.000 - 75.000,Quận 5
936,Bún Thang - Phở Thanh,"196/3 Trần Phú (1 Chiều), P. 9, Quận 5, TP. HCM",06:00 - 13:00 | 16:00 - 21:00,42.000 - 42.000,Quận 5
937,Mr. Bistek - Beefsteak Trần Bình Trọng,"115A Trần Bình Trọng, P. 2, Quận 5, TP. HCM",08:30 - 21:30,39.000 - 176.000,Quận 5
938,Bánh Mì Que Pháp - Nguyễn Văn Cừ,"213 Nguyễn Văn Cừ, P. 4, Quận 5, TP. HCM",07:00 - 21:30,10.000 - 17.000,Quận 5
939,"Bánh Ướt, Bánh Cuốn & Há Cảo - Huỳnh Mẫn Đạt","97 Huỳnh Mẫn Đạt, P. 7, Quận 5, TP. HCM",06:00 - 19:00,20.000 - 25.000,Quận 5
940,Cơm Sườn Anh,"57A Trần Bình Trọng, P. 1, Quận 5, TP. HCM",07:00 - 21:30,35.000 - 75.000,Quận 5
941,Kim - Cháo Ếch Singapore,"110 Phan Văn Trị , P. 2, Quận 5, TP. HCM",00:00 - 01:00 | 11:00 - 23:59,38.000 - 60.000,Quận 5
942,Lục Bồ Đề - Lẩu Chay 1 Người - Trần Hưng Đạo,"546 Trần Hưng Đạo, P. 2, Quận 5, TP. HCM",10:00 - 22:00,0 - 0,Quận 5
943,Gà Rán Popeyes - An Dương Vương,"326 An Dương Vương, P. 4, Quận 5, TP. HCM",10:00 - 21:30,50.000 - 160.000,Quận 5
944,Tiến Hải Quán - Bún Đậu Mắm Tôm Hà Nội - Hùng Vương,"155 Hùng Vương, P. 9, Quận 5, TP. HCM",09:20 - 22:20,30.000 - 55.000,Quận 5
945,Bánh tráng Tây Ninh - 192 Nguyễn Trãi,"192/30C Nguyễn Trãi, P. 3, Quận 5, TP. HCM",07:00 - 23:45,10.000 - 15.000,Quận 5
946,Bánh Canh Cua - Huỳnh Mẫn Đạt,"46 Huỳnh Mẫn Đạt, P. 2, Quận 5, TP. HCM",06:00 - 22:08,25.000 - 55.000,Quận 5
947,Bánh Mì 24 - Huỳnh Mẫn Đạt,"74 Huỳnh Mẫn Đạt, P. 2, Quận 5, TP. HCM",05:00 - 21:00,9.000 - 18.000,Quận 5
948,Pizza Hut - Nguyễn Trãi,"264-266 Nguyễn Trãi, Quận 5, TP. HCM",09:00 - 21:45,150.000 - 330.000,Quận 5
949,Cơm Gà Đệ Nhất - Nguyễn Biểu,"48/26 Nguyễn Biểu, P. 1, Quận 5, TP. HCM",10:00 - 20:00,29.000 - 45.000,Quận 5
950,"Vân Hương - Cơm, Cháo & Gỏi Gà Ta","135 Trần Phú, Quận 5, TP. HCM",06:20 - 21:09,20.000 - 100.000,Quận 5
951,Bún Chả Hồ Gươm - Bún Chả Hà Nội - Hùng Vương,"107 Hùng Vương, P. 4, Quận 5, TP. HCM",07:15 - 20:40,20.000 - 55.000,Quận 5
952,Quán Phan Rang Tháp Chàm - Bánh Căn,"55A Hùng Vương, P. 4, Quận 5, TP. HCM",08:00 - 21:00,20.000 - 55.000,Quận 5
953,Sasin - Mì Cay 7 Cấp Độ Hàn Quốc - 292 An Dương Vương,"292A An Dương Vương, P. 4, Quận 5, TP. HCM",09:30 - 21:55,35.000 - 100.000,Quận 5
954,Bố Già Quán - Cơm Gà & Mì Trộn,"98 Phan Văn Trị, P. 2, Quận 5, TP. HCM",08:00 - 18:00,12.000 - 25.000,Quận 5
955,Hải Ký Mì Gia - Nguyễn Trãi,"349 - 351 Nguyễn Trãi, P. 7, Quận 5, TP. HCM",11:00 - 21:00,45.000 - 88.000,Quận 5
956,Cơm Tấm 449 An Dương Vương,"449 An Dương Vương, P. 3, Quận 5, TP. HCM",,22.000 - 44.000,Quận 5
957,Cháo Sườn Cô Giang - Trần Phú,"33 Trần Phú, P. 4, Quận 5, TP. HCM",07:30 - 20:33,20.000 - 35.000,Quận 5
958,Bánh Bao 8 Trứng Sài Gòn,"835/17E Trần Hưng Đạo, P. 1, Quận 5, TP. HCM",07:00 - 22:00,30.000 - 45.000,Quận 5
959,Cháo Vịt Thanh Đa (Gốc Nhà Lá) - Trần Bình Trọng,"148 Trần Bình Trọng , Quận 5, TP. HCM",09:30 - 22:00,45.000 - 200.000,Quận 5
960,Bonchon Chicken Vietnam - Nguyễn Văn Cừ,"213 Nguyễn Văn Cừ, P. 4, Quận 5, TP. HCM",10:00 - 21:55,10.000 - 200.000,Quận 5
961,"Ngon Quá Chừng - Gỏi Cuốn, Hủ Tiếu & Bún Thịt Xào","378/21A An Dương Vương, P. 4, Quận 5, TP. HCM",07:30 - 14:00 | 16:00 - 20:00,8.000 - 30.000,Quận 5
962,Mì Trộn Tên Lửa - 462 Trần Hưng Đạo,"462 Trần Hưng Đạo, P. 2, Quận 5, TP. HCM",10:00 - 22:00,25.000 - 65.000,Quận 5
963,Cơm Tấm Sà Bì Chưởng - Trần Bình Trọng,"179 Trần Bình Trọng, P.3, Quận 5, TP. HCM",07:00 - 21:00,0 - 0,Quận 5
964,Bún Bò Huế Sông Hương,"207/15 Trần Bình Trọng, P. 3, Quận 5, TP. HCM",,40.000 - 60.000,Quận 5
965,Va Thành - Quán Ăn Đài Loan - Casual Taiwanese,"40 Huỳnh Mẫn Đạt, Quận 5, TP. HCM",09:30 - 20:30,30.000 - 100.000,Quận 5
966,Tiên Tiên - Bún Thái Cay - Phan Văn Trị,"317B Phan Văn Trị, P. 2, Quận 5, TP. HCM",07:00 - 22:59,25.000 - 200.000,Quận 5
967,Hủ Tiếu Nam Vang - 73 Trần Bình Trọng,"Hẻm 73 Trần Bình Trọng, P. 1, Quận 5, TP. HCM",,30.000 - 40.000,Quận 5
968,Pizza Inn - Huỳnh Mẫn Đạt,"77A Huỳnh Mẫn Đạt, P. 7, Quận 5, TP. HCM",09:20 - 20:45,60.000 - 132.000,Quận 5
969,September Saigon - Cafe & Cake,"118/1D Nguyễn Trãi, P.3, Quận 5, TP. HCM",08:00 - 21:45,15.000 - 70.000,Quận 5
970,Quán Cơm Bếp Xanh,"672 Trần Hưng Đạo, P. 2, Quận 5, TP. HCM",07:00 - 21:00,5.000 - 60.000,Quận 5
971,Gà rán và Mì Ý - Jollibee - Trần Hưng Đạo - HCM,"354 - 356 Trần Hưng Đạo, P. 2, Quận 5, TP. HCM",08:00 - 22:00,15.000 - 44.000,Quận 5
972,Cơm Tấm Phúc Lộc Thọ - An Dương Vương,"301B An Dương Vương, P. 3, Quận 5, TP. HCM",07:00 - 21:00,20.000 - 50.000,Quận 5
973,Musa - Cà Ri Dê Ấn Độ - Sư Vạn Hạnh,"001 Lô B Chung Cư Sư Vạn Hạnh, Quận 5, TP. HCM",09:00 - 22:00,70.000 - 330.000,Quận 5
974,YU SHANG LOU - Fine Chinese Cuisine - Trần Hưng Đạo,"Tầng 1, Tầng 1, 975 Trần Hưng Đạo, P. 5, Quận 5, TP. HCM",,48.000 - 9.990.000,Quận 5
975,Minh Phát - Hủ Tiếu Mì & Hoành Thánh,"54 Huỳnh Mẫn Đạt, P. 2, Quận 5, TP. HCM",,34.000 - 40.000,Quận 5
976,Bún Đậu Mắm Tôm Nhà Tôi - Trần Hưng Đạo,"1077 Trần Hưng Đạo, P. 5, Quận 5, TP. HCM",08:30 - 22:00,30.000 - 50.000,Quận 5
977,Bánh Su Que - Lê Hồng Phong,"123 Lê Hồng Phong, P. 3, Quận 5, TP. HCM",10:00 - 21:00,10.000 - 30.000,Quận 5
978,I Love Kem - Lê Hồng Phong,"260 Lê Hồng Phong, P. 4, Quận 5, TP. HCM",09:00 - 22:00,30.000 - 50.000,Quận 5
979,Huỳnh Kim - Bánh Mì Chiên Tôm - Lê Hồng Phong,"62 Lê Hồng Phong, P. 2, Quận 5, TP. HCM",10:00 - 19:00,9.000 - 12.000,Quận 5
980,Quán Ăn Bảo Anh - Đặc Biệt Gà Ta,"131 Trần Phú, P. 4, Quận 5, TP. HCM",07:00 - 21:30,25.000 - 220.000,Quận 5
981,Cơm Tấm 279,"279 Hậu Giang, P. 5, Quận 6, TP. HCM",,20.000 - 30.000,Quận 6
982,Cơm Tấm Bà Hom - Đặng Nguyên Cẩn,"148 Đặng Nguyên Cẩn, P. 13, Quận 6, TP. HCM",,0 - 0,Quận 6
983,Quán Ăn Minh Ký - Hủ Tiếu Xào,"181 Phạm Phú Thứ, P. 4, Quận 6, TP. HCM",,30.000 - 200.000,Quận 6
984,Bún Cá Châu Đốc Ba Tèo - Hậu Giang,"121A Đ. Hậu Giang, P. 5, Quận 6, TP. HCM",06:00 - 20:30,25.000 - 60.000,Quận 6
985,Ốc Bảo Khang,"169B Nguyễn Văn Luông, P. 10, Quận 6, TP. HCM",,20.000 - 200.000,Quận 6
986,Đắc Hòa - Heo Quay & Vịt Quay,"46 Bà Hom, P. 13, Quận 6, TP. HCM",05:00 - 19:15,4.000 - 400.000,Quận 6
987,SteakZone,"77 Lê Quang Sung, P. 6, Quận 6, TP. HCM",07:30 - 13:55 | 16:30 - 21:50,25.000 - 205.000,Quận 6
988,Thiên Hương Actiso - Canh Bổ Actiso - Cư Xá Phú Lâm B,"E9 Cư Xá Phú Lâm B, Phường 13, Quận 6, TP. HCM",,0 - 0,Quận 6
989,"Phương 159 - Bún Riêu, Bún Mắm & Bún Thái","159B Minh Phụng, P. 9, Quận 6, TP. HCM",,30.000 - 40.000,Quận 6
990,"3 Râu - Gà Rán, Pizza & Trà Sữa - 508F An Dương Vương","508F An Dương Vương, P. 10, Quận 6, TP. HCM",07:30 - 22:45,12.000 - 120.000,Quận 6
991,Lẩu 94,"94 Chợ Lớn, P. 11, Quận 6, TP. HCM",,65.000 - 135.000,Quận 6
992,Chị Mai - Cút Chiên Bơ & Vú Heo Nướng,"752 Hậu Giang, Quận 6, TP. HCM",,10.000 - 20.000,Quận 6
993,Lẩu Nướng Mini 259 - Nguyễn Văn Luông,"240/112B Nguyễn Văn Luông, P. 11, Quận 6, TP. HCM",00:00 - 13:00 | 17:30 - 23:59,49.000 - 299.000,Quận 6
994,Sasin - Mì Cay 7 Cấp Độ Hàn Quốc - 18 Hậu Giang,"18 Hậu Giang, P. 2, Quận 6, TP. HCM",,23.000 - 419.000,Quận 6
995,Đỗ Quyên - Súp Cua - Hậu Giang,"33 Hậu Giang, P. 2, Quận 6, TP. HCM",,19.000 - 35.000,Quận 6
996,Bánh Tráng Nướng SuShi - Nguyễn Văn Luông,"161 Đ. Nguyễn Văn Luông, P. 10, Quận 6, TP. HCM",,0 - 0,Quận 6
997,Cơm Tấm 292 - Cơm Sườn - Lê Quang Sung,"292 Lê Quang Sung, P. 6, Quận 6, TP. HCM",,15.000 - 25.000,Quận 6
998,Quán Hủ Tiếu Hải Sản - Hậu Giang,"502 Hậu Giang, P. 12, Quận 6, TP. HCM",06:00 - 21:00,0 - 0,Quận 6
999,Mì Trộn Thái Phiên - Nguyễn Văn Luông,"361/2 Nguyễn Văn Luông, P. 12, Quận 6, TP. HCM",,28.000 - 54.000,Quận 6
1000,Quán E58 - Bún Riêu - Cư Xá Phú Lâm B,"E58 Cư Xá Phú Lâm B, P. 13, Quận 6, TP. HCM",06:00 - 22:30,0 - 0,Quận 6
1001,Cơm Tấm Bến Tre,"942 Hậu Giang, P. 12, Quận 6, TP. HCM",,22.000 - 50.000,Quận 6
1002,Thuyền - Ẩm Thực Chay,"529A Hậu Giang, P. 11, Quận 6, TP. HCM",,10.000 - 50.000,Quận 6
1003,Dì Tư - Hủ Tiếu Bò Kho & Thập Cẩm,"492D/17 Hậu Giang, P. 12 (Vào Hẻm 476 Hậu Giang), Quận 6, TP. HCM",06:00 - 14:00,25.000 - 35.000,Quận 6
1004,Bánh Tráng Bà Gánh - Ăn Vặt Online,"166/20/1A Phạm Phú Thứ, P. 4, Quận 6, TP. HCM",,10.000 - 25.000,Quận 6
1005,Haru - Gỏi Cuốn & Ăn Vặt,"30 Phạm Văn Chí, P. 1, Quận 6, TP. HCM",,10.000 - 40.000,Quận 6
1006,"Ăn Vặt Yumi - Mì Cay, Mì Gói Trộn & Bánh Tráng Cuốn","183/29G Tân Hòa Đông, P. 14, Quận 6, TP. HCM",,13.000 - 48.000,Quận 6
1007,Hai Mập Quán - Quán Ăn Gia Đình - Phạm Văn Chí,"650 Phạm Văn Chí, P. 8, Quận 6, TP. HCM",,20.000 - 120.000,Quận 6
1008,Quán Chay Thảo,"30/11 Nguyễn Đình Chi, P. 9, Quận 6, TP. HCM",08:00 - 21:00,35.000 - 132.000,Quận 6
1009,Cơm Lam & Gà Nướng Buôn Mê Thuột - Shop Online,"30/58 Phạm Phú Thứ, P. 3, Quận 6, TP. HCM",08:00 - 19:00,155.000 - 385.000,Quận 6
1010,Cơm Cháy Kho Quẹt Phú Lâm 2,"311 Đặng Nguyên Cẩn, P. 13, Quận 6, TP. HCM",,20.000 - 40.000,Quận 6
1011,Út Lan - Bún Riêu & Canh Bún,"54T Lê Quang Sung, P. 6, Quận 6, TP. HCM",07:00 - 13:00,25.000 - 40.000,Quận 6
